repo_name,repo,scan_started_at,full_audit_exit_code,collected_ai_reports,git_head
guardsuite-specs,/home/dee/workspace/AI/GuardSuite/guardsuite-specs,2025-11-27T16:17:22Z,0,True,52bd15b0c0aa07283cc293b0a863e005f2ae936b
