repo_name,repo,scan_started_at,full_audit_exit_code,collected_ai_reports,git_head
guardsuite-specs,/home/dee/workspace/AI/GuardSuite/guardsuite-specs,2025-11-28T07:20:49Z,0,True,9cec4e625a017e584b0767639c9ab320f52f8595
